Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,Signal56,Signal57,Signal58,Signal59,Signal60,Signal61,Signal62,Signal63,Signal64,Signal65,Signal66,Signal67,Signal68,Signal69,Signal70,Signal71,Signal72,Signal73,Signal74,Signal75,Signal76,Signal77,Signal78
-1.33E+07,-5639500,-3612500,-31919000,1845200,-29254000,-10479000,-21401000,-31183000,-9991400,-38176000,-40979000,-42529000,-40342000,-25809000,-26865000,-14372000,4465700,-27808000,-11116000,-6054400,-2115400,-20449000,-34982000,-21649000,-31979000,-22678000,-16270000,-10702000,-32783000,-34736000,-21555000,-24895000,-23311000,-18943000,-26795000,-35468000,-19458000,-17716000,-33009000,-29038000,4957900,-37674000,-28930000,-29420000,-25391000,-29373000,-40239000,-6738500,-34694000,-44025000,-25352000,-12211000,-11085000,-20993000,-22160000,-8549800,-48210000,-26527000,-22600000,-46172000,-30026000,-35888000,-42251000,-7807700,-38814000,-17313000,6301100,-38035000,-16008000,3448500,-17624000,-45915000,-276640,-17696000,-47572000,-14016000,-23119000
-1.62E+07,-2442900,-4395300,-27938000,4014400,-29929000,-14011000,-19517000,-26943000,-10893000,-36536000,-40089000,-37155000,-38049000,-25469000,-29331000,-12754000,2484300,-35255000,-8558900,-6353000,-1136700,-24188000,-37246000,-17864000,-27883000,-20103000,-20505000,-7558500,-28009000,-35171000,-19837000,-22975000,-13667000,-18455000,-26379000,-34589000,-17175000,-16387000,-34872000,-32221000,8921300,-42724000,-33611000,-22453000,-24150000,-28266000,-41135000,-9162100,-29981000,-41912000,-23961000,-9842700,-13896000,-24347000,-21973000,-9074400,-46049000,-30036000,-19513000,-47158000,-31032000,-27143000,-38273000,-7546800,-44007000,-11997000,6221700,-36227000,-18506000,-1882900,-19167000,-43117000,-8396400,-18409000,-50177000,-14791000,-21889000
-1.55E+07,-1034600,-3184300,-22116000,8457300,-34928000,-21434000,-26796000,-23840000,-15571000,-33655000,-37102000,-36214000,-36621000,-25307000,-32247000,-10384000,-770990,-40084000,-8769800,-6176900,-3530800,-23908000,-38518000,-16529000,-25208000,-18003000,-24322000,-5808500,-23705000,-34580000,-21160000,-18375000,-1201400,-18573000,-25840000,-33098000,-11525000,-17955000,-36439000,-33992000,6412500,-50863000,-37341000,-15556000,-20096000,-24490000,-42820000,-13274000,-27902000,-45061000,-19335000,-8467900,-20069000,-27020000,-20381000,-9057700,-40491000,-27831000,-14714000,-40081000,-33198000,-20086000,-36656000,-5449000,-49450000,-11506000,45260,-31494000,-16665000,-3243700,-17456000,-41900000,-12636000,-18953000,-52949000,-14395000,-17142000
-1.16E+07,1283500,-2069500,-13741000,13861000,-39879000,-28899000,-36273000,-22542000,-20144000,-31826000,-34281000,-34548000,-35206000,-26849000,-32637000,-11434000,-5505500,-42245000,-15112000,-6777800,-5930400,-20957000,-38616000,-17304000,-26324000,-19156000,-29595000,-7433600,-21471000,-35392000,-23127000,-13010000,10058000,-18621000,-28046000,-30199000,-5862400,-22734000,-35928000,-31242000,-507510,-58498000,-36472000,-13221000,-14526000,-24260000,-43331000,-15664000,-29242000,-49236000,-16037000,-2806100,-28258000,-28026000,-18025000,-12200000,-35626000,-20065000,-11212000,-31088000,-34830000,-16314000,-34511000,-5415500,-52698000,-10892000,-6050800,-27096000,-10047000,648360,-14106000,-41582000,-12190000,-17688000,-53571000,-11949000,-9684000
-8.72E+06,2971500,-2064500,-4072600,16412000,-41225000,-35354000,-40868000,-20198000,-21888000,-32373000,-32290000,-30665000,-32393000,-30168000,-30678000,-17999000,-11735000,-41903000,-24217000,-9464000,-5595200,-17712000,-35599000,-18540000,-30669000,-22024000,-35194000,-11654000,-18474000,-39628000,-22722000,-7808800,15339000,-19883000,-32865000,-26778000,-2610300,-27560000,-33501000,-25890000,-8288400,-61355000,-31551000,-16057000,-8751900,-28803000,-40925000,-16038000,-31227000,-48552000,-14884000,4761500,-34216000,-28382000,-16260000,-18554000,-34747000,-11986000,-11120000,-24722000,-35994000,-15507000,-29178000,-10223000,-50560000,-9007800,-7160200,-24396000,-2210000,5350700,-10591000,-41214000,-11399000,-15977000,-51358000,-8916600,-3323300
-8.93E+06,1882200,-1981900,3529400,12812000,-41216000,-39681000,-41118000,-15752000,-23526000,-34000000,-29004000,-27896000,-29387000,-32140000,-29051000,-26696000,-17046000,-36966000,-29677000,-14392000,-3707300,-16203000,-30741000,-19377000,-35426000,-22398000,-38042000,-14624000,-12609000,-46566000,-19523000,-1827200,13119000,-22435000,-37312000,-24912000,-2920800,-29090000,-31418000,-22898000,-14447000,-59812000,-26498000,-20986000,-4766200,-32457000,-35009000,-15676000,-29010000,-43761000,-13591000,5722700,-35828000,-29981000,-14740000,-24996000,-36662000,-6354800,-14169000,-19500000,-38442000,-17947000,-23671000,-16813000,-43045000,-10204000,-6233700,-23413000,1858900,6062000,-7050900,-41018000,-15625000,-15028000,-48481000,-7437500,-2510700
-9.18E+06,497660,-907520,5170000,4845000,-43701000,-38594000,-40819000,-12334000,-28267000,-34653000,-22480000,-28176000,-28827000,-29659000,-29219000,-31908000,-19675000,-27306000,-29290000,-18843000,-3631700,-18792000,-29873000,-20503000,-37278000,-18340000,-37743000,-13536000,-7602400,-52763000,-16617000,3939900,7306000,-24454000,-38966000,-24845000,-6761300,-27199000,-29759000,-23652000,-17759000,-56591000,-23984000,-25005000,-6164400,-31224000,-27930000,-15921000,-20833000,-39815000,-11091000,-2245900,-36780000,-33377000,-12033000,-30627000,-38216000,-2138500,-17638000,-14830000,-41052000,-24119000,-23209000,-19543000,-34491000,-16492000,-9956800,-23542000,948680,2865900,-3483800,-41188000,-24086000,-13844000,-47014000,-7905700,-7265400
-6.15E+06,2493800,619710,455270,-2061300,-48098000,-31560000,-39836000,-12678000,-33314000,-34296000,-13366000,-30078000,-31787000,-24121000,-30690000,-32244000,-21238000,-18204000,-25521000,-18772000,-6593500,-26638000,-36125000,-23016000,-35233000,-12866000,-37360000,-10521000,-9280800,-55066000,-17062000,6287800,3075400,-24611000,-37384000,-25046000,-11907000,-24851000,-25441000,-25054000,-17670000,-51520000,-24041000,-27181000,-14547000,-28257000,-24271000,-18421000,-10957000,-36638000,-8774500,-12372000,-41556000,-37296000,-8613600,-36774000,-38798000,476440,-18016000,-14568000,-39795000,-31986000,-28263000,-17159000,-30323000,-23596000,-19591000,-22977000,-1261100,-1271700,-1239000,-40600000,-30264000,-12330000,-46548000,-9498700,-12774000
-9.23E+05,6143100,2505800,-5577700,-5444600,-51081000,-24181000,-35877000,-14121000,-32748000,-35062000,-3595500,-32663000,-36505000,-19684000,-33255000,-31159000,-23008000,-15762000,-20984000,-14444000,-10469000,-36637000,-43948000,-26652000,-32034000,-10531000,-39064000,-10181000,-17248000,-53032000,-19958000,4481700,1519700,-23229000,-33376000,-24385000,-14877000,-25199000,-18283000,-25286000,-15333000,-43045000,-26313000,-27406000,-25307000,-28006000,-26206000,-23016000,-6104300,-29422000,-8384400,-19240000,-48403000,-39937000,-6489500,-42210000,-40065000,-677610,-14211000,-20079000,-34105000,-37286000,-34867000,-13560000,-32202000,-27404000,-29661000,-20131000,-716380,-5377700,-1866200,-38350000,-30414000,-12651000,-46240000,-11827000,-15042000
2.23E+06,6547800,5792500,-7024900,-7494500,-51411000,-21456000,-30403000,-11244000,-25455000,-38646000,5399500,-36361000,-40087000,-17418000,-37339000,-30939000,-22259000,-20342000,-17000000,-12399000,-12869000,-43373000,-45251000,-29622000,-31329000,-11826000,-42083000,-13003000,-24133000,-47520000,-21744000,1414200,720510,-20929000,-29221000,-22129000,-14454000,-29246000,-14204000,-26235000,-14229000,-33166000,-30919000,-25600000,-30927000,-28756000,-30974000,-25184000,-8751600,-18479000,-10287000,-24659000,-51225000,-40582000,-6133600,-43696000,-41934000,-5024500,-9062000,-26005000,-29044000,-37945000,-40397000,-12156000,-36636000,-29401000,-35385000,-16283000,2336400,-10145000,-4882100,-35338000,-27855000,-15364000,-47439000,-14662000,-15085000
3.06E+05,3526500,10182000,-3561200,-9563700,-49828000,-20485000,-27675000,-3384300,-15852000,-43908000,12315000,-39551000,-41626000,-15192000,-42162000,-29256000,-16471000,-27127000,-14500000,-18522000,-13997000,-45707000,-40334000,-30439000,-33274000,-13071000,-46129000,-14133000,-24196000,-38443000,-21018000,-1152400,600040,-17605000,-28054000,-17232000,-12907000,-35779000,-17836000,-29019000,-17155000,-26182000,-37081000,-22732000,-29171000,-25232000,-34827000,-20100000,-15088000,-11365000,-13328000,-31023000,-47476000,-40430000,-6738600,-41614000,-41350000,-8643400,-6377800,-27339000,-28269000,-36674000,-45053000,-12346000,-39063000,-32430000,-37221000,-14464000,3632700,-14507000,-8303100,-32309000,-26961000,-17773000,-51789000,-17126000,-16907000
-6.19E+06,1936200,12867000,-84591,-9615800,-46809000,-15660000,-29100000,3581900,-7468200,-47399000,15723000,-38890000,-42949000,-13660000,-45805000,-23579000,-8652300,-31761000,-12499000,-30525000,-15589000,-48093000,-37344000,-28965000,-34381000,-12185000,-53054000,-10234000,-19597000,-26412000,-19833000,-4890700,2920900,-12940000,-29722000,-10184000,-12703000,-42416000,-24724000,-31328000,-22550000,-23188000,-42930000,-20557000,-24819000,-16969000,-37319000,-10232000,-20421000,-12581000,-15555000,-36040000,-40264000,-41625000,-9093400,-39985000,-35912000,-9606200,-6807500,-26017000,-28531000,-37520000,-48362000,-11678000,-38809000,-35777000,-37024000,-15573000,-582130,-16815000,-11439000,-27641000,-26897000,-18096000,-57382000,-18643000,-23074000
-1.41E+07,3993600,11460000,-29617,-7112800,-43453000,-8875400,-32671000,4440400,-32705,-46543000,15512000,-34624000,-45402000,-17037000,-47435000,-16665000,-3460100,-33481000,-7487800,-40773000,-17885000,-53494000,-40737000,-25146000,-31776000,-11738000,-62122000,-4797700,-16369000,-15415000,-19838000,-11004000,6654100,-7022300,-28643000,-4240300,-13798000,-46454000,-26364000,-31672000,-26302000,-21642000,-46907000,-19505000,-22656000,-9764500,-39170000,-4196000,-25244000,-17352000,-15777000,-37621000,-33361000,-44650000,-14607000,-39976000,-27576000,-9714700,-8219600,-26300000,-24835000,-40751000,-48586000,-9104100,-38760000,-38389000,-33922000,-18153000,-9604700,-19076000,-15526000,-20127000,-24701000,-17648000,-59406000,-19769000,-32562000
-1.94E+07,6121400,6552600,-1938400,-5900400,-41751000,-7703300,-37092000,1280500,6905600,-42148000,13194000,-31646000,-47081000,-25564000,-47630000,-14418000,241370,-34216000,1511700,-45410000,-18974000,-58618000,-46037000,-18292000,-26074000,-14417000,-66940000,-3725400,-16889000,-10016000,-19489000,-17437000,7438600,-468250,-20163000,-2036300,-15320000,-46046000,-21525000,-32645000,-27673000,-19932000,-48171000,-18805000,-22303000,-8369500,-38559000,-6233800,-33753000,-19090000,-14971000,-38088000,-28222000,-47129000,-21229000,-38263000,-21504000,-9725200,-9737000,-27791000,-17966000,-43053000,-46346000,-5722300,-40664000,-42575000,-26900000,-21694000,-18768000,-25584000,-21096000,-13024000,-21296000,-16996000,-55211000,-20557000,-41146000
-1.99E+07,4392500,-100460,-3595700,-8940900,-41086000,-13914000,-42549000,308960,11431000,-37220000,9691700,-33096000,-45181000,-32364000,-46306000,-18598000,7272800,-36241000,8706900,-46858000,-17202000,-59037000,-47929000,-9129000,-20089000,-18078000,-61853000,-7337900,-19024000,-9646400,-16318000,-21699000,2957400,5363700,-8496000,-2006500,-17717000,-41701000,-16814000,-36550000,-30541000,-19239000,-46182000,-19401000,-21451000,-10850000,-33623000,-11632000,-46640000,-17715000,-15332000,-39492000,-25700000,-46381000,-24114000,-33207000,-21070000,-7338400,-12899000,-27710000,-12550000,-42354000,-45260000,-3993800,-42905000,-49726000,-18747000,-26720000,-23672000,-36316000,-26300000,-11267000,-19781000,-14207000,-47028000,-18987000,-43906000
-1.64E+07,-840460,-7937800,-6502100,-13689000,-37649000,-20509000,-47951000,3265400,11709000,-33334000,4250100,-36139000,-40252000,-32163000,-42310000,-24499000,17323000,-39373000,6887700,-48090000,-13269000,-55573000,-47789000,-1206400,-16460000,-18787000,-50162000,-10272000,-20872000,-9438100,-10142000,-23450000,-4368600,8531700,-3273300,-1054800,-21379000,-35939000,-16520000,-40347000,-37285000,-21364000,-41453000,-23857000,-20641000,-11726000,-27150000,-15134000,-58234000,-16624000,-17571000,-39598000,-26377000,-42622000,-21562000,-27753000,-24705000,-2030700,-18111000,-26785000,-9848400,-40288000,-47307000,-6154700,-43170000,-55900000,-13964000,-31599000,-23621000,-45461000,-29069000,-14278000,-19348000,-9688800,-38848000,-13197000,-39390000
-1.22E+07,-6837400,-15788000,-13468000,-16264000,-30528000,-21268000,-51136000,5393400,8507700,-29195000,-3062300,-36627000,-35616000,-29186000,-35864000,-26843000,24255000,-39860000,-3464100,-49137000,-9519900,-51759000,-49019000,1937000,-16655000,-17491000,-41195000,-8770200,-23099000,-7317800,-2590300,-22737000,-11523000,7554100,-7564600,86104,-24924000,-30418000,-17969000,-38785000,-44149000,-27018000,-36361000,-31492000,-21867000,-8920900,-24363000,-18546000,-62193000,-16059000,-20321000,-36571000,-28434000,-38277000,-17124000,-24112000,-28215000,2188600,-22291000,-27902000,-7319500,-39516000,-49724000,-11826000,-41126000,-56590000,-13835000,-33341000,-21002000,-48019000,-30054000,-15907000,-15944000,-8506700,-32118000,-5154800,-31314000
-1.00E+07,-11689000,-19716000,-23113000,-17116000,-24889000,-17799000,-51627000,2286500,3974200,-23472000,-9119700,-34975000,-32826000,-30934000,-29971000,-25665000,24982000,-34460000,-14551000,-49826000,-7700400,-47708000,-49249000,446030,-20276000,-19408000,-39187000,-4678200,-26873000,-5929900,5035300,-19054000,-18473000,2207000,-14334000,-2403900,-26935000,-24268000,-17798000,-31105000,-45418000,-35192000,-33466000,-36310000,-24402000,-5493200,-26315000,-25514000,-58189000,-14269000,-22605000,-33450000,-28679000,-34914000,-14323000,-20116000,-29711000,1621100,-22020000,-30838000,-4330200,-40491000,-48139000,-17533000,-37670000,-52942000,-16035000,-32381000,-18378000,-44579000,-31885000,-13023000,-9253100,-14068000,-26110000,275580,-24367000
-1.02E+07,-14651000,-16685000,-29944000,-18486000,-25218000,-15630000,-50211000,-4446400,-705510,-18055000,-10149000,-34121000,-30355000,-36786000,-28439000,-24204000,23428000,-26155000,-20587000,-51461000,-7902300,-41058000,-43079000,-2784800,-24703000,-26236000,-39810000,-1987900,-31966000,-6280000,11758000,-14515000,-25511000,-6728700,-16093000,-9240900,-27870000,-16627000,-16966000,-20993000,-40664000,-42287000,-32891000,-32838000,-25086000,-4768100,-29312000,-33385000,-51320000,-11792000,-25278000,-33774000,-26524000,-32835000,-12283000,-13678000,-31140000,-2551100,-18061000,-32862000,-3370900,-41653000,-41584000,-20212000,-33645000,-48568000,-18175000,-32404000,-17121000,-38080000,-35500000,-9798200,-4615300,-22686000,-21573000,907200,-19210000
-1.11E+07,-16092000,-10218000,-30434000,-18897000,-28717000,-17744000,-46685000,-9871200,-5711700,-16799000,-6208600,-33958000,-27017000,-39018000,-32914000,-22653000,23759000,-22117000,-22737000,-53885000,-9358800,-32432000,-30964000,-5922600,-26948000,-32859000,-38743000,-2553200,-37145000,-4809800,15988000,-14870000,-30331000,-17614000,-12783000,-15911000,-28212000,-9702600,-17336000,-10983000,-34974000,-43754000,-32500000,-22578000,-22252000,-5830900,-30758000,-36635000,-46326000,-9927900,-29001000,-36187000,-24118000,-32960000,-8874500,-7020400,-34936000,-6787900,-14670000,-33434000,-5235000,-41278000,-33255000,-20509000,-30491000,-43474000,-19567000,-34015000,-17970000,-29664000,-38636000,-10734000,-6343300,-28328000,-21261000,-72161,-14202000
-1.16E+07,-17933000,-8193700,-26767000,-15339000,-29828000,-23409000,-41291000,-11561000,-11628000,-20843000,-1539700,-31899000,-24249000,-34111000,-41795000,-17812000,24604000,-24471000,-24566000,-54019000,-11535000,-25322000,-19743000,-9099400,-26462000,-33658000,-38376000,-6072700,-40815000,45700,16496000,-23923000,-31201000,-27584000,-7806800,-17962000,-26610000,-6849700,-18150000,-1073000,-32770000,-38721000,-30712000,-12030000,-17243000,-5126200,-31644000,-35965000,-44113000,-7683000,-32214000,-37251000,-22421000,-36319000,-5869400,-3370300,-40444000,-9070000,-14280000,-34392000,-7347800,-38433000,-26994000,-20795000,-30050000,-36617000,-20443000,-32937000,-21024000,-20342000,-38714000,-13603000,-12190000,-30168000,-25603000,1169200,-10618000
-1.21E+07,-21746000,-13403000,-23288000,-9849300,-28381000,-29648000,-37164000,-10635000,-18344000,-26719000,34680,-28061000,-24334000,-26734000,-51234000,-9475100,23002000,-27088000,-26786000,-49243000,-14142000,-21044000,-14076000,-12443000,-24808000,-29124000,-42350000,-11451000,-41277000,3379900,13844000,-38158000,-30762000,-33538000,-1925200,-16130000,-22686000,-7843900,-18625000,7107500,-34272000,-30817000,-28408000,-5812300,-12258000,-1380800,-32730000,-37325000,-42790000,-4684800,-32681000,-36328000,-20333000,-41473000,-7754800,-2432200,-44429000,-7934200,-14622000,-36190000,-8244500,-33650000,-23707000,-21106000,-31872000,-31308000,-21472000,-27005000,-24856000,-13036000,-36194000,-13520000,-16663000,-31648000,-29953000,2966300,-11759000
-1.46E+07,-26039000,-19694000,-20892000,-8594100,-28200000,-32643000,-37244000,-8913600,-24235000,-30208000,-1004500,-25711000,-27940000,-21971000,-57423000,-3192000,20201000,-23996000,-27891000,-40087000,-16548000,-17699000,-12039000,-15714000,-22585000,-23784000,-47159000,-16691000,-37671000,726530,9555700,-49442000,-32650000,-34826000,4455000,-14690000,-20076000,-8693000,-20171000,9242400,-37748000,-22768000,-28212000,-4481700,-8453600,3152100,-32009000,-42537000,-40042000,-4462400,-30259000,-33823000,-17677000,-44915000,-15616000,-2068400,-44257000,-1415800,-12377000,-37390000,-10225000,-29440000,-20836000,-19909000,-32309000,-31455000,-23284000,-20979000,-26962000,-9004300,-33622000,-10940000,-17848000,-34334000,-28977000,-389580,-17001000
-2.10E+07,-27597000,-20229000,-17167000,-13642000,-29881000,-30798000,-39600000,-7581000,-26610000,-31192000,-1076100,-26206000,-33367000,-19322000,-59039000,-3907000,19531000,-17035000,-26843000,-28681000,-17969000,-13847000,-10324000,-19391000,-18780000,-19928000,-44680000,-19560000,-30743000,-4312200,4563400,-52539000,-35501000,-34129000,7307700,-16217000,-22925000,-6768000,-23189000,3589600,-41923000,-13901000,-32077000,-7210100,-6266500,6170700,-27231000,-47130000,-35033000,-9680300,-26648000,-27965000,-15451000,-44513000,-24510000,-1826300,-39973000,9321000,-8597800,-37504000,-15538000,-28343000,-15308000,-18097000,-28491000,-34337000,-24901000,-20807000,-25922000,-4856000,-31767000,-10324000,-18418000,-36758000,-23355000,-10806000,-21556000
-3.02E+07,-25216000,-16901000,-11484000,-19995000,-30316000,-26914000,-40093000,-7553700,-23727000,-33138000,2208500,-27078000,-36762000,-16098000,-57767000,-9614400,20412000,-11847000,-23542000,-17159000,-18508000,-9472600,-9428000,-23596000,-13774000,-16585000,-32678000,-19992000,-22046000,-5078100,-268340,-48610000,-34561000,-34327000,3114200,-19441000,-29633000,-3896800,-24840000,-5342800,-45263000,-5455200,-38713000,-12481000,-6168500,7521600,-18301000,-48127000,-29691000,-15891000,-22852000,-17940000,-13182000,-40656000,-28038000,-2027300,-34136000,17948000,-8137400,-37325000,-22404000,-29471000,-7523900,-18613000,-22402000,-33854000,-24085000,-25850000,-22745000,2577000,-28558000,-12403000,-20701000,-37681000,-19102000,-22993000,-23192000
-3.73E+07,-19700000,-17457000,-7022700,-22419000,-28145000,-24469000,-38777000,-8799700,-16304000,-37992000,7515400,-26192000,-34157000,-12219000,-56130000,-14970000,18267000,-9998500,-18975000,-8451600,-19261000,-3618300,-11058000,-26324000,-10600000,-13349000,-18259000,-20426000,-13129000,-2080400,-3254400,-42541000,-29205000,-34879000,-4988700,-21467000,-33739000,-3494400,-22622000,-10805000,-45687000,-3160700,-43293000,-16873000,-8389700,7227300,-6581400,-48212000,-27696000,-15551000,-18417000,-7782300,-10182000,-34197000,-25048000,-1822800,-30415000,18591000,-13165000,-36578000,-27290000,-29252000,-2072000,-21949000,-19032000,-29844000,-21008000,-30566000,-19910000,10397000,-22359000,-13300000,-23491000,-36646000,-19600000,-30754000,-24630000
-3.77E+07,-11249000,-24251000,-6527300,-21673000,-24708000,-22362000,-38580000,-10053000,-6999500,-43375000,10968000,-24733000,-25906000,-9536800,-55337000,-19034000,10543000,-9435900,-16089000,-5397400,-20568000,4818100,-13507000,-25405000,-11568000,-11440000,-9487700,-22537000,-6122500,-1995900,-3546000,-38525000,-24758000,-32610000,-10342000,-20694000,-31670000,-6607700,-17529000,-10418000,-42773000,-9424000,-41448000,-17601000,-12277000,4389700,5437900,-50239000,-30646000,-7887800,-13447000,-2513200,-9368700,-25916000,-20846000,-916290,-31290000,12205000,-19686000,-33837000,-29856000,-27175000,-3375300,-25518000,-20780000,-27394000,-19439000,-32096000,-19302000,13474000,-14559000,-11349000,-24607000,-32501000,-21557000,-34324000,-27712000
-3.32E+07,-452760,-30590000,-8464300,-21513000,-20399000,-17288000,-38288000,-11116000,876080,-45646000,9387600,-24626000,-18230000,-9749200,-55541000,-24363000,527140,-9938300,-18125000,-7402800,-20630000,13316000,-13246000,-21953000,-15174000,-10598000,-6779900,-24869000,-3424700,-7298800,-3035600,-37458000,-25736000,-25988000,-11199000,-17660000,-26556000,-11725000,-11676000,-7296600,-38662000,-17181000,-34226000,-16756000,-16337000,395470,13414000,-52311000,-35742000,37224,-10249000,-2046700,-14495000,-17964000,-21165000,-950280,-35862000,4464500,-22497000,-28865000,-33101000,-28203000,-10773000,-28034000,-25257000,-27552000,-21544000,-32487000,-20771000,12698000,-7904200,-9542900,-24672000,-24992000,-20686000,-38367000,-29850000
-3.08E+07,8866800,-29666000,-9917700,-22155000,-14870000,-10702000,-33296000,-14079000,4504600,-44239000,3124500,-25594000,-17067000,-14245000,-56694000,-29165000,-5639000,-13049000,-24491000,-10900000,-17244000,16630000,-10006000,-19098000,-18044000,-8225100,-4830100,-24755000,-5163800,-12908000,-4415100,-37097000,-30562000,-17349000,-11517000,-14081000,-23355000,-16534000,-5810800,-5696100,-35362000,-17994000,-27052000,-19221000,-19275000,549980,13661000,-51163000,-38737000,2235200,-12136000,-2992000,-22557000,-12650000,-25546000,-2521000,-40367000,-1010800,-21672000,-23215000,-38484000,-36481000,-19225000,-30747000,-28373000,-26136000,-23577000,-34408000,-22275000,13776000,-3886200,-10019000,-26258000,-16988000,-18125000,-44073000,-28697000
-3.41E+07,12197000,-23155000,-11760000,-20151000,-10319000,-8398200,-24297000,-19832000,3362300,-41370000,-3561400,-26554000,-20682000,-22599000,-57801000,-26662000,-5158600,-17809000,-29988000,-14710000,-11185000,13001000,-7089200,-17524000,-18914000,-3409100,-889220,-21417000,-8452800,-13802000,-7605300,-34840000,-34638000,-10607000,-13715000,-11527000,-23038000,-18837000,-1322500,-7238400,-32439000,-13312000,-22991000,-25582000,-21301000,8473900,7839400,-47388000,-38476000,-629680,-20358000,-4744800,-24924000,-9285100,-28335000,-3081000,-41743000,-4455800,-21133000,-18767000,-42814000,-48511000,-24957000,-33278000,-28104000,-22511000,-20478000,-38153000,-21917000,17867000,-3113800,-10750000,-29883000,-11769000,-17835000,-47405000,-25989000
-3.91E+07,10004000,-17784000,-17353000,-13920000,-9806700,-12697000,-18639000,-25018000,269530,-38269000,-5873700,-27659000,-22041000,-30333000,-56717000,-14427000,-1264300,-21081000,-29743000,-21515000,-6521300,6748800,-6491600,-15423000,-19047000,217570,2124900,-16324000,-11033000,-10897000,-10415000,-30789000,-35929000,-7792400,-15262000,-10745000,-23384000,-17870000,-1256600,-10893000,-28423000,-10718000,-19994000,-30875000,-23933000,19670000,2374800,-44634000,-36855000,-4924200,-32159000,-9176000,-18628000,-5385800,-26265000,-536450,-40114000,-6892100,-22133000,-17161000,-41334000,-56275000,-28734000,-32522000,-25287000,-22133000,-13351000,-42682000,-20375000,19424000,-6318900,-9865800,-33408000,-8727400,-19960000,-45546000,-23815000
-3.88E+07,6899000,-15946000,-26225000,-6089500,-12352000,-19676000,-20435000,-25920000,-1383500,-33908000,-3636300,-28885000,-18587000,-32214000,-52676000,573820,506160,-21844000,-23972000,-31660000,-6750200,3256500,-6365600,-12803000,-19570000,-1904500,603220,-11644000,-14003000,-7961400,-12672000,-27406000,-35518000,-8412600,-13373000,-11735000,-23431000,-16147000,-6254900,-14799000,-22935000,-11264000,-16510000,-31720000,-27544000,24758000,1733400,-45340000,-35291000,-8691600,-42061000,-15216000,-10836000,-1577600,-22347000,3348300,-37221000,-8631500,-22427000,-19752000,-33301000,-56262000,-32768000,-28083000,-22166000,-27865000,-7974700,-46526000,-20532000,14866000,-12683000,-9339200,-36070000,-4895400,-21161000,-40868000,-21255000
-3.20E+07,4961900,-14093000,-33121000,360120,-14001000,-24833000,-25101000,-24117000,-1986500,-27792000,-2391700,-28536000,-15478000,-29097000,-48025000,9456900,-1667100,-21642000,-16899000,-39407000,-11513000,3486900,-4358200,-12098000,-20221000,-9356600,-4580500,-9055200,-18630000,-6891500,-16789000,-26059000,-34777000,-11225000,-9249500,-14015000,-24810000,-17974000,-12230000,-17425000,-16208000,-8604500,-15984000,-31009000,-29546000,19750000,4564400,-48919000,-33778000,-11101000,-45646000,-18528000,-8462500,-1512200,-20676000,5932000,-33852000,-9684500,-21762000,-26001000,-23148000,-51736000,-36115000,-24894000,-20728000,-34776000,-6431100,-47146000,-23893000,7938900,-18728000,-11413000,-40232000,-191370,-20498000,-36571000,-18228000
-2.40E+07,2147200,-9926400,-35054000,5695500,-13658000,-27055000,-26902000,-23954000,-5002400,-22043000,-7321100,-25554000,-17946000,-27394000,-45303000,10297000,-4805700,-21082000,-12100000,-39469000,-17792000,4587900,-1530100,-13781000,-20410000,-16792000,-9407400,-8826900,-22530000,-7873600,-23269000,-25310000,-34486000,-15183000,-5895000,-16671000,-29287000,-24330000,-15114000,-17768000,-8338500,-291520,-21861000,-33220000,-26605000,9900500,7322300,-52728000,-33052000,-11265000,-42462000,-17044000,-8944200,-5669400,-20282000,7471100,-30213000,-8908600,-23061000,-32409000,-15999000,-46760000,-35271000,-26816000,-21701000,-36599000,-4941100,-41764000,-28203000,3785200,-22020000,-14239000,-46952000,1954400,-20350000,-31853000,-18424000
-1.90E+07,-2275500,-6505300,-35722000,11455000,-13374000,-26509000,-26391000,-25014000,-11404000,-19418000,-16389000,-21951000,-24495000,-30162000,-43530000,6586200,-6103000,-19004000,-9962500,-34705000,-23158000,3931600,-1112800,-15112000,-19806000,-20369000,-11794000,-9344200,-22687000,-11028000,-28471000,-23239000,-35692000,-18637000,-4493600,-18450000,-36577000,-31040000,-15516000,-15561000,-797250,8292100,-30970000,-37982000,-18894000,2557300,8516200,-53960000,-34646000,-10202000,-35473000,-13307000,-6606600,-9355300,-17600000,8414100,-27289000,-4249800,-26375000,-35087000,-13497000,-42571000,-29191000,-30602000,-24494000,-32721000,-605220,-30007000,-29636000,2279000,-25235000,-14434000,-52350000,-807470,-21463000,-24357000,-23667000
