Signal1,Signal2,Signal3,Signal4,Signal5,Signal6,Signal7,Signal8,Signal9,Signal10,Signal11,Signal12,Signal13,Signal14,Signal15,Signal16,Signal17,Signal18,Signal19,Signal20,Signal21,Signal22,Signal23,Signal24,Signal25,Signal26,Signal27,Signal28,Signal29,Signal30,Signal31,Signal32,Signal33,Signal34,Signal35,Signal36,Signal37,Signal38,Signal39,Signal40,Signal41,Signal42,Signal43,Signal44,Signal45,Signal46,Signal47,Signal48,Signal49,Signal50,Signal51,Signal52,Signal53,Signal54,Signal55,Signal56,Signal57,Signal58,Signal59,Signal60,Signal61,Signal62,Signal63,Signal64,Signal65,Signal66,Signal67,Signal68,Signal69,Signal70,Signal71,Signal72,Signal73,Signal74,Signal75,Signal76,Signal77,Signal78
-3.47E+07,-13423000,-44977000,-44492000,-47901000,-11544000,-40776000,-30395000,-44366000,-41830000,-56414000,-62420000,-36978000,-33932000,-32307000,-28268000,-22012000,-41672000,-11237000,-63534000,-28960000,-40752000,-24112000,-49150000,40252,-43185000,-39000000,-15948000,-35659000,-27815000,-24164000,-26696000,-54515000,-14038000,-28097000,-25120000,-16263000,-39587000,-32972000,-17141000,-5544100,-33210000,-34020000,-33540000,-33765000,-39726000,-19609000,-20395000,-13231000,-20721000,-21345000,-31325000,1033900,-3241300,-25225000,19690000,-680970,-2025900,25270000,5342800,18171000,21649000,10062000,-6332300,5705400,-8518700,-5514700,-26505000,-13379000,117130,3461200,9689500,-31635000,-10653000,-49520000,-29035000,-13758000,-34210000
-2.93E+07,-9796200,-50665000,-38953000,-52788000,-11727000,-40734000,-30597000,-35750000,-49440000,-59735000,-59156000,-38748000,-37343000,-36562000,-28941000,-24479000,-44362000,-19509000,-63593000,-24276000,-39891000,-26045000,-45043000,-637230,-36260000,-32435000,-18533000,-29792000,-29850000,-25516000,-28093000,-51155000,-17913000,-29966000,-27897000,-19980000,-31699000,-27977000,-13169000,-3380300,-39149000,-40950000,-27021000,-33482000,-45474000,-18918000,-16445000,-17202000,-24547000,-21516000,-28284000,-5703700,-920250,-30300000,15225000,-5751000,-3152700,26444000,3578200,11813000,22365000,5011000,-14122000,8210200,-10995000,-14117000,-24138000,-11146000,-553020,-3467300,10371000,-30063000,-5355600,-50255000,-29140000,-14454000,-35849000
-2.72E+07,-4524500,-54670000,-31761000,-53669000,-17024000,-40744000,-31591000,-23286000,-56120000,-62680000,-56655000,-38229000,-38830000,-39709000,-29016000,-26217000,-49463000,-29109000,-63523000,-20686000,-36530000,-29102000,-41472000,-4587600,-33069000,-26569000,-23148000,-27112000,-32922000,-27742000,-31758000,-46977000,-29726000,-32959000,-30784000,-20430000,-22271000,-26431000,-11967000,-4161200,-43164000,-48165000,-21858000,-32005000,-55241000,-20273000,-12949000,-18211000,-24392000,-20017000,-27130000,-11140000,3280400,-34388000,8632100,-4781800,-2659400,23323000,1025700,3225000,23887000,3710200,-18833000,7968500,-13755000,-21512000,-17872000,-3609600,-8439400,-12843000,8219800,-25762000,-205150,-43986000,-29124000,-13193000,-35083000
-2.79E+07,-1281800,-50775000,-27224000,-51361000,-26022000,-43167000,-32707000,-13181000,-58795000,-66425000,-56026000,-34148000,-38459000,-42339000,-27301000,-27831000,-55958000,-32781000,-64833000,-20628000,-29663000,-30231000,-39112000,-13210000,-32707000,-20067000,-28296000,-25937000,-33695000,-27581000,-39394000,-44832000,-41902000,-39772000,-31873000,-18922000,-17008000,-30040000,-13031000,-10963000,-41014000,-53246000,-20124000,-28454000,-63413000,-21422000,-15103000,-18995000,-22489000,-20216000,-25239000,-15116000,2968400,-33156000,5203000,-367060,2871700,18993000,-7482600,-871230,27890000,4143800,-18420000,4693000,-13182000,-22704000,-10161000,4571600,-19753000,-18682000,2869600,-19950000,6488600,-35726000,-28927000,-10173000,-30852000
-2.81E+07,-1309700,-40319000,-25327000,-48722000,-31062000,-48185000,-34982000,-9243500,-59456000,-67453000,-58522000,-30317000,-37894000,-46029000,-25184000,-28858000,-61080000,-30250000,-66510000,-23222000,-20211000,-30156000,-35873000,-23770000,-32207000,-14689000,-34244000,-23799000,-34377000,-23315000,-48946000,-45905000,-48819000,-47972000,-30337000,-18315000,-15684000,-35372000,-14783000,-22305000,-32656000,-54994000,-19517000,-24783000,-68549000,-21391000,-20953000,-23958000,-23159000,-22391000,-20947000,-17464000,-590970,-29371000,3654800,2682800,11427000,15381000,-21325000,-401220,32408000,2870800,-13100000,-1335900,-10042000,-18538000,-7087100,8111400,-29156000,-18812000,-5076700,-13584000,11649000,-29085000,-29085000,-7147400,-24970000
-2.60E+07,-2614500,-32708000,-23947000,-47847000,-29636000,-51272000,-39425000,-10766000,-59017000,-62981000,-61176000,-30155000,-38504000,-50981000,-26279000,-28186000,-61122000,-26535000,-66285000,-27258000,-11893000,-31862000,-30676000,-32224000,-33588000,-13457000,-40699000,-23052000,-38071000,-18720000,-56507000,-47910000,-50382000,-53203000,-28230000,-17936000,-16175000,-39304000,-17062000,-33096000,-22573000,-53443000,-18170000,-24431000,-71121000,-22004000,-24096000,-31355000,-27181000,-24180000,-16349000,-19042000,-2175200,-29013000,-33746,3803000,17722000,11682000,-32522000,767400,33733000,-1498500,-5730400,-7878000,-7096100,-12607000,-9815700,6560900,-34274000,-17167000,-12397000,-7397000,12906000,-24585000,-29939000,-4801800,-20603000
-2.36E+07,-3358500,-33844000,-23098000,-47931000,-29014000,-48426000,-43886000,-15402000,-56750000,-55709000,-59858000,-32993000,-39905000,-55639000,-32682000,-26926000,-54723000,-24648000,-64120000,-33174000,-7889500,-36369000,-25468000,-37670000,-39776000,-15107000,-45885000,-26700000,-41674000,-18537000,-60931000,-46502000,-49441000,-54568000,-27844000,-15756000,-19068000,-42570000,-20604000,-38745000,-15581000,-50353000,-17493000,-28429000,-70264000,-24473000,-23636000,-34943000,-31472000,-25593000,-14209000,-21051000,-1314200,-31672000,-4476300,4252000,18710000,6870700,-35835000,845950,30616000,-6989800,521020,-11868000,-5036300,-7508500,-12288000,1947000,-36480000,-17189000,-15471000,-2535400,11703000,-22237000,-30650000,-3251300,-19122000
-2.44E+07,-4208400,-38994000,-24591000,-45926000,-35756000,-42556000,-44554000,-21862000,-55572000,-50004000,-56090000,-35864000,-40520000,-58866000,-41442000,-27826000,-46185000,-24511000,-61677000,-41090000,-7583400,-41749000,-23002000,-40940000,-47407000,-15598000,-49010000,-31912000,-40055000,-21490000,-63392000,-40027000,-48592000,-54131000,-29285000,-13568000,-24943000,-46329000,-25013000,-39547000,-13386000,-47851000,-18501000,-33821000,-65675000,-26317000,-25247000,-32852000,-33462000,-28185000,-14346000,-23108000,-2107000,-30858000,-5404600,1749200,15753000,1428600,-34258000,390500,25205000,-10360000,4659500,-12324000,-2556900,-4443000,-9974700,-4672100,-38025000,-17472000,-15399000,576480,8898300,-22464000,-29925000,-3354400,-19191000
-2.97E+07,-6629100,-39980000,-28231000,-40260000,-46070000,-40472000,-40650000,-29296000,-60327000,-46350000,-55414000,-36204000,-39687000,-60766000,-46855000,-30653000,-42829000,-27162000,-58492000,-48962000,-8538200,-45454000,-23768000,-41073000,-50197000,-15028000,-51005000,-33471000,-35046000,-22349000,-63334000,-32030000,-48271000,-52866000,-31579000,-15143000,-31139000,-47961000,-28970000,-40235000,-14953000,-45329000,-18345000,-36920000,-59907000,-24624000,-31060000,-29828000,-34019000,-29743000,-15999000,-23707000,-6590600,-24339000,-3792900,-6885600,12119000,-3450800,-31949000,-372230,19283000,-10135000,7331800,-11505000,-87593,-3582900,-5900700,-12111000,-40372000,-16279000,-17648000,4008100,2426200,-24685000,-27842000,-5273200,-18765000
-3.76E+07,-10614000,-35246000,-31095000,-33897000,-51950000,-44192000,-35100000,-35907000,-69265000,-42574000,-58895000,-33051000,-38704000,-61290000,-46816000,-31716000,-46883000,-34468000,-52183000,-54008000,-10698000,-45858000,-25908000,-37280000,-47627000,-17654000,-51853000,-31307000,-33364000,-20057000,-58950000,-27386000,-46119000,-49986000,-34446000,-19445000,-35332000,-43764000,-32335000,-44034000,-18786000,-40274000,-13541000,-37660000,-55838000,-21361000,-34851000,-29608000,-35635000,-25631000,-21165000,-22833000,-13079000,-17985000,-4932300,-19120000,10022000,-6758300,-27919000,-1372200,11528000,-7702500,8410500,-12896000,-1391000,-4093400,-4842600,-18201000,-44356000,-15764000,-24351000,10521000,-7318700,-27789000,-25795000,-6681400,-17168000
-4.50E+07,-15672000,-29411000,-31328000,-32156000,-52845000,-49366000,-30561000,-39676000,-74105000,-38140000,-62049000,-28149000,-39395000,-60084000,-44689000,-29688000,-51990000,-44480000,-43220000,-55047000,-15832000,-42531000,-27545000,-32888000,-44822000,-24253000,-50155000,-29253000,-36255000,-18476000,-51561000,-27117000,-39975000,-45555000,-38011000,-20713000,-39467000,-35243000,-35908000,-48704000,-23911000,-33441000,-5229900,-39003000,-53463000,-21391000,-30812000,-29852000,-38664000,-16476000,-31166000,-22417000,-20001000,-17379000,-10721000,-27901000,9826700,-8152500,-20625000,-1713500,557320,-6013200,6498500,-17919000,-9562000,-5536900,-6152500,-22631000,-48827000,-17932000,-30280000,18815000,-14372000,-31961000,-24085000,-5063100,-14988000
-5.01E+07,-22676000,-26351000,-30651000,-36805000,-54899000,-51939000,-27341000,-39973000,-71156000,-34234000,-63027000,-25528000,-42113000,-57664000,-44143000,-28005000,-50311000,-51785000,-35773000,-53327000,-23050000,-37047000,-28315000,-32550000,-44800000,-29874000,-46871000,-28659000,-37872000,-18894000,-45592000,-29093000,-32820000,-41324000,-41790000,-16945000,-45818000,-29157000,-38642000,-50189000,-29067000,-29573000,1686100,-41763000,-51239000,-24906000,-22186000,-27352000,-40546000,-9074900,-41403000,-23548000,-27308000,-21062000,-18392000,-29568000,10543000,-9087700,-13537000,-1277400,-10925000,-7392300,1150400,-24423000,-21777000,-9036100,-6368700,-27850000,-49453000,-19944000,-29988000,22655000,-13933000,-37354000,-20959000,-1827400,-12522000
-5.32E+07,-32282000,-26748000,-31712000,-43518000,-60767000,-51989000,-25098000,-37593000,-66304000,-31642000,-65275000,-27789000,-45511000,-54272000,-44760000,-28956000,-41529000,-53878000,-32151000,-52138000,-28325000,-32742000,-28676000,-35781000,-45494000,-31111000,-46191000,-28626000,-34442000,-17994000,-43612000,-32402000,-31563000,-38963000,-44359000,-13764000,-51198000,-29919000,-37941000,-48120000,-32454000,-30765000,4153300,-42561000,-48821000,-26592000,-16772000,-24358000,-39209000,-7733500,-44538000,-24946000,-34315000,-24826000,-25766000,-26941000,10880000,-12661000,-11162000,-1838700,-18360000,-12199000,-5530200,-28745000,-30274000,-15166000,-5385500,-34736000,-42775000,-17811000,-25960000,16815000,-8911300,-41130000,-15652000,-1417300,-9026200
-5.54E+07,-41885000,-30194000,-34337000,-46009000,-66618000,-50537000,-23504000,-33591000,-65687000,-31553000,-69570000,-33329000,-47771000,-48096000,-44263000,-29416000,-32116000,-53836000,-29812000,-54651000,-29846000,-31513000,-28683000,-37603000,-43863000,-30883000,-50052000,-30226000,-28859000,-15513000,-44467000,-37798000,-38451000,-39058000,-43606000,-16642000,-50086000,-34275000,-34357000,-44781000,-33497000,-33024000,3113900,-38811000,-46441000,-24259000,-17299000,-25730000,-36312000,-10039000,-38966000,-25464000,-39266000,-27887000,-32647000,-24752000,10637000,-20270000,-12837000,-4664800,-21228000,-19193000,-10645000,-29757000,-29691000,-21480000,-5672400,-39758000,-32407000,-12381000,-24779000,3012300,-5569000,-39441000,-11526000,-5256800,-3846900
-5.65E+07,-46799000,-35490000,-35992000,-42021000,-68730000,-47061000,-20839000,-28874000,-67038000,-36539000,-70059000,-38866000,-47885000,-38246000,-42594000,-26159000,-27111000,-55479000,-26083000,-60090000,-30996000,-31396000,-28146000,-35840000,-38901000,-33281000,-54441000,-34463000,-24724000,-18014000,-46505000,-44244000,-46976000,-41550000,-38285000,-22496000,-43139000,-35435000,-32984000,-40498000,-34278000,-32533000,231120,-33736000,-43538000,-23401000,-20554000,-31969000,-35612000,-13829000,-30171000,-26695000,-41407000,-31345000,-37879000,-25405000,10580000,-28889000,-14828000,-8400600,-23007000,-26962000,-13801000,-30040000,-21928000,-24691000,-7709600,-38734000,-27324000,-7403400,-27044000,-11551000,-5729000,-33327000,-13625000,-9118400,1779500
-5.51E+07,-45220000,-39702000,-34977000,-34907000,-67362000,-41973000,-15289000,-24565000,-64633000,-47105000,-63032000,-43120000,-46622000,-29089000,-41388000,-22021000,-26068000,-59056000,-22558000,-63319000,-35657000,-29281000,-27675000,-33374000,-31095000,-37525000,-54497000,-37620000,-21542000,-30452000,-49436000,-48406000,-49692000,-45611000,-30548000,-23393000,-38009000,-30892000,-37070000,-34371000,-37235000,-31392000,-4494800,-33351000,-40317000,-29113000,-23503000,-38917000,-38273000,-22346000,-23799000,-30754000,-41881000,-34445000,-39907000,-29033000,10164000,-33737000,-16016000,-11098000,-25136000,-34639000,-17596000,-31990000,-12512000,-24793000,-10148000,-31578000,-31943000,-3632800,-27060000,-20795000,-7741800,-28949000,-22381000,-8794800,4760600
-5.05E+07,-40136000,-40399000,-31522000,-30290000,-63675000,-38272000,-8763400,-21770000,-58404000,-58269000,-54508000,-45837000,-46574000,-26550000,-40958000,-22237000,-26459000,-63277000,-22015000,-60991000,-42458000,-25256000,-28731000,-32345000,-22674000,-40246000,-51439000,-34800000,-18108000,-47703000,-52512000,-48186000,-47036000,-49317000,-25364000,-17371000,-40629000,-24035000,-42600000,-28936000,-41109000,-32939000,-10698000,-39280000,-38832000,-37462000,-26064000,-43321000,-41785000,-37499000,-21447000,-35910000,-42648000,-36131000,-40024000,-34162000,6706600,-33337000,-17474000,-13149000,-25314000,-41189000,-24023000,-33816000,-4208400,-24354000,-12801000,-21771000,-41036000,476730,-22588000,-23766000,-12136000,-29790000,-31861000,-6587800,3055500
-4.41E+07,-35660000,-38805000,-26638000,-31454000,-57843000,-38521000,-6434700,-20839000,-52982000,-63171000,-53036000,-45401000,-50191000,-29545000,-40252000,-26912000,-27283000,-68508000,-23749000,-56365000,-46412000,-21934000,-32186000,-30942000,-18003000,-40901000,-50758000,-27508000,-15765000,-59534000,-53885000,-44586000,-44415000,-51070000,-25368000,-11307000,-49076000,-19328000,-43279000,-29158000,-41487000,-34883000,-15914000,-47673000,-39782000,-40640000,-29314000,-45346000,-44029000,-52875000,-23041000,-37329000,-45056000,-37342000,-41229000,-37808000,-1484200,-30120000,-18481000,-16517000,-22959000,-44957000,-30922000,-31605000,3072600,-24299000,-15941000,-13388000,-46775000,3390600,-18745000,-23443000,-20720000,-31906000,-35809000,-8704500,-1351700
-3.82E+07,-33445000,-38300000,-21863000,-36815000,-51431000,-41894000,-11011000,-21463000,-50512000,-60120000,-58269000,-40828000,-57091000,-31147000,-38907000,-31748000,-28595000,-75256000,-25034000,-54008000,-45192000,-20086000,-37031000,-28337000,-19894000,-41491000,-54561000,-22300000,-15560000,-62139000,-52625000,-39987000,-43546000,-51420000,-27895000,-12404000,-57324000,-18619000,-39372000,-35414000,-36847000,-32459000,-18517000,-54844000,-39776000,-38567000,-34208000,-46473000,-46061000,-60147000,-28290000,-33511000,-48370000,-38361000,-44385000,-37755000,-12429000,-26715000,-17193000,-21693000,-21684000,-45014000,-33513000,-25011000,7596600,-23553000,-18018000,-9903000,-47674000,836840,-19998000,-23634000,-31528000,-30045000,-33863000,-16409000,-3756600
-3.39E+07,-33479000,-39892000,-19512000,-41152000,-47438000,-45504000,-20007000,-23426000,-49451000,-53592000,-63143000,-34701000,-64235000,-29890000,-37211000,-34689000,-30266000,-81119000,-25020000,-51609000,-41066000,-17599000,-40810000,-28570000,-25343000,-42574000,-59293000,-22349000,-16112000,-60124000,-49298000,-36763000,-42052000,-52079000,-29687000,-20004000,-61962000,-21675000,-36851000,-41385000,-31895000,-26320000,-21284000,-60244000,-35083000,-38863000,-40861000,-48256000,-49328000,-59896000,-34609000,-29603000,-49427000,-36558000,-48501000,-35355000,-22982000,-23856000,-14550000,-26313000,-23877000,-42521000,-29925000,-18234000,5766500,-22447000,-17330000,-12770000,-47363000,-8069900,-23339000,-26642000,-39887000,-25585000,-30059000,-23481000,-1859500
-3.04E+07,-35934000,-41201000,-20952000,-40072000,-46208000,-47200000,-29785000,-26514000,-49049000,-48756000,-65427000,-30631000,-69233000,-32591000,-34676000,-37020000,-32109000,-81902000,-24190000,-43204000,-37122000,-12740000,-41530000,-35465000,-28148000,-42661000,-60698000,-25334000,-16710000,-58176000,-44475000,-36948000,-39861000,-53151000,-32445000,-27522000,-63265000,-27296000,-38269000,-41158000,-32370000,-21897000,-29004000,-63301000,-27410000,-45401000,-46975000,-52610000,-52325000,-59517000,-38253000,-31523000,-45752000,-30261000,-53137000,-34133000,-32643000,-21404000,-14242000,-26188000,-26983000,-39453000,-23938000,-14765000,-1779100,-22663000,-14873000,-18936000,-47172000,-19012000,-23159000,-31997000,-44178000,-23828000,-26854000,-23998000,1713700
-2.77E+07,-40207000,-39928000,-24932000,-33800000,-44334000,-46443000,-39199000,-29878000,-50435000,-47687000,-69802000,-28797000,-72297000,-42237000,-30882000,-38701000,-33404000,-75538000,-21994000,-30234000,-34386000,-6203500,-39433000,-45894000,-25970000,-40856000,-57676000,-28794000,-18856000,-55717000,-38936000,-40211000,-39912000,-52940000,-39617000,-30557000,-62195000,-33271000,-39690000,-35895000,-38021000,-21912000,-41960000,-61500000,-22726000,-53349000,-48902000,-59788000,-52663000,-61826000,-39399000,-37833000,-39604000,-22631000,-57038000,-35665000,-42242000,-18920000,-18618000,-17996000,-28163000,-36210000,-20900000,-13665000,-7917000,-23292000,-12712000,-22467000,-44422000,-27548000,-19571000,-37022000,-46432000,-25096000,-23586000,-19605000,3279200
-2.74E+07,-43750000,-36756000,-29699000,-26256000,-39302000,-44210000,-47485000,-32731000,-53517000,-50379000,-78103000,-27099000,-74391000,-50718000,-27544000,-37727000,-32271000,-63648000,-17998000,-22153000,-32812000,-15723,-37138000,-52260000,-21936000,-37803000,-51261000,-31968000,-22602000,-50562000,-35069000,-42328000,-42169000,-50764000,-49165000,-30725000,-59282000,-37548000,-37470000,-31462000,-43744000,-24348000,-54170000,-54022000,-24228000,-57355000,-46249000,-66155000,-51012000,-62535000,-42262000,-40899000,-36467000,-18339000,-56558000,-38678000,-50416000,-15397000,-26256000,-3166400,-28611000,-32284000,-21688000,-12286000,-6379600,-20984000,-10926000,-20963000,-37399000,-32890000,-17640000,-39537000,-47810000,-24294000,-20090000,-16369000,2916600
-3.01E+07,-44186000,-34595000,-36092000,-20757000,-32833000,-42767000,-51932000,-35943000,-56437000,-55997000,-84706000,-25276000,-75117000,-50020000,-27377000,-34614000,-27725000,-49850000,-13634000,-23989000,-32487000,3520900,-37709000,-51210000,-19324000,-34385000,-43233000,-32599000,-25404000,-43815000,-35330000,-39099000,-42143000,-48238000,-54758000,-31605000,-55603000,-40135000,-32976000,-31495000,-46649000,-27099000,-59699000,-44461000,-29275000,-58909000,-42940000,-67329000,-49853000,-58885000,-48417000,-36741000,-38486000,-18249000,-49929000,-41576000,-55195000,-10781000,-33318000,10486000,-29546000,-29392000,-22546000,-10549000,423100,-15503000,-9114400,-17893000,-28088000,-36143000,-19960000,-40032000,-47421000,-19852000,-18093000,-16479000,3173500
-3.36E+07,-42091000,-35627000,-45544000,-17900000,-28047000,-43959000,-50825000,-41332000,-58337000,-62181000,-84806000,-24260000,-73742000,-44302000,-30182000,-32883000,-22116000,-37636000,-10246000,-29899000,-33054000,2250800,-41808000,-46685000,-18041000,-31104000,-36521000,-27827000,-27113000,-38897000,-39042000,-32162000,-36984000,-46861000,-54233000,-33112000,-52475000,-41950000,-28688000,-34859000,-48205000,-29905000,-59181000,-37241000,-33595000,-62129000,-41792000,-63699000,-48851000,-53922000,-54043000,-30373000,-42012000,-20259000,-41571000,-43443000,-58167000,-7633000,-36748000,13886000,-27866000,-31316000,-21032000,-10692000,4473600,-11572000,-9264700,-16575000,-19486000,-38146000,-24202000,-40510000,-45256000,-17232000,-18020000,-16687000,4299700
-3.47E+07,-40203000,-38794000,-55264000,-17481000,-25288000,-47013000,-46928000,-48337000,-59977000,-65457000,-81947000,-22997000,-70910000,-43059000,-31899000,-33551000,-18918000,-29008000,-7502900,-32463000,-33819000,-3844700,-46565000,-44172000,-16814000,-28541000,-34075000,-19321000,-31696000,-37472000,-42910000,-27559000,-29480000,-45801000,-51734000,-31822000,-50214000,-41730000,-24501000,-38481000,-49590000,-31919000,-58039000,-33263000,-35682000,-66458000,-41152000,-59463000,-44974000,-50606000,-55999000,-29213000,-42909000,-23079000,-37616000,-43107000,-62341000,-9008000,-37292000,5331600,-20673000,-38922000,-19942000,-13901000,2201600,-12905000,-13395000,-15208000,-13099000,-40225000,-27940000,-41582000,-42559000,-20649000,-17495000,-14357000,4155900
-3.36E+07,-40448000,-40157000,-59419000,-20248000,-22614000,-49310000,-45310000,-52869000,-61421000,-63700000,-82614000,-20256000,-67586000,-47286000,-29047000,-32965000,-18200000,-23601000,-6122000,-32485000,-34954000,-11172000,-47987000,-44495000,-15478000,-27336000,-35991000,-12787000,-40558000,-37943000,-44602000,-27963000,-24394000,-43339000,-50606000,-26516000,-48535000,-36845000,-20972000,-40609000,-49276000,-31930000,-59032000,-31440000,-35815000,-68012000,-39304000,-56224000,-37936000,-47753000,-56588000,-33722000,-41573000,-25659000,-38389000,-39991000,-65920000,-14713000,-39671000,-7825500,-11250000,-47357000,-23527000,-18726000,-2584400,-17367000,-19377000,-10882000,-9724600,-44226000,-32237000,-41829000,-39396000,-25964000,-14819000,-11197000,2448900
